dispatch_id,route_id,hub_id,dispatch_timestamp,route_class,distance_miles,stop_count,door_open_minutes,transit_duration_hours,cargo_type,pallet_payload,dispatch_status
DSP-10653,RT-ALLE-LOC-13,ALLENTOWN_PA,06/14/2025 12:41,LOCAL_URBAN,121.2,8,96,8.18,PERISHABLE_FOOD,24,COMPLETED
DSP-10654,RT-HUB_-LOC-14,HUB_N,2025-06-14 17:54:00,LOCAL_URBAN,112.1,8,89,7.76,PERISHABLE_FOOD,25,COMPLETED
DSP-10655,RT-HUB_-REG-15,HUB_01,2025-06-14T15:46:00Z,REGIONAL_DISTRIB,267.5,6,78,8.37,PERISHABLE_FOOD,26,COMPLETED
DSP-10656,RT-HUB_-LOC-16,HUB_N,06/14/2025 08:54,LOCAL_URBAN,121.6,10,99,8.86,PERISHABLE_FOOD,26,COMPLETED
DSP-10657,RT-HUB_-REG-17,HUB_01,2025-06-15 12:13:00,REGIONAL_DISTRIB,266.5,5,55,8.01,PHARMA_GDP,26,COMPLETED
DSP-10658,RT-ALLE-REG-18,ALLENTOWN_PA,2025-06-15T15:28:00Z,REGIONAL_DISTRIB,261.8,6,75,8.23,PHARMA_GDP,26,COMPLETED
DSP-10659,RT-HUB_-LOC-19,HUB_01,06/15/2025 13:19,LOCAL_URBAN,116.7,7,96,7.64,PERISHABLE_FOOD,25,COMPLETED
DSP-10660,RT-HUB_-REG-20,HUB_N,2025-06-15 11:05:00,REGIONAL_DISTRIB,286.5,4,71,8.15,PHARMA_GDP,26,VOID_TEST
DSP-10661,RT-HUB_-REG-21,HUB_N,2025-06-16T10:44:00Z,REGIONAL_DISTRIB,260.5,4,71,7.54,PHARMA_GDP,26,COMPLETED
DSP-10662,RT-HUB_-LOC-22,HUB_01,06/16/2025 09:08,LOCAL_URBAN,110.6,7,83,7.36,PERISHABLE_FOOD,26,COMPLETED
DSP-10663,RT-ALLE-LIN-23,ALLENTOWN_PA,2025-06-16 07:14:00,LINEHAUL_CORRIDOR,415.2,3,24,8.98,PHARMA_GDP,26,COMPLETED
DSP-10664,RT-HUB_-REG-24,HUB_01,2025-06-16T17:57:00Z,REGIONAL_DISTRIB,302.1,6,69,9.19,PERISHABLE_FOOD,26,COMPLETED
DSP-10665,RT-ALLE-REG-25,ALLENTOWN_PA,06/17/2025 11:54,REGIONAL_DISTRIB,274.6,4,79,7.87,PHARMA_GDP,26,COMPLETED
DSP-10666,RT-HUB_-LOC-26,HUB_N,2025-06-17 14:55:00,LOCAL_URBAN,130.3,8,108,8.59,PHARMA_GDP,24,COMPLETED
DSP-10667,RT-HUB_-LOC-27,HUB_01,2025-06-17T13:15:00Z,LOCAL_URBAN,123.5,10,93,8.95,PERISHABLE_FOOD,24,COMPLETED
DSP-10668,RT-HUB_-LOC-28,HUB_N,06/17/2025 08:11,LOCAL_URBAN,124.3,9,108,8.65,PHARMA_GDP,25,COMPLETED
DSP-10669,RT-HUB_-REG-29,HUB_N,2025-06-18 14:15:00,REGIONAL_DISTRIB,272.0,6,65,8.48,PERISHABLE_FOOD,26,COMPLETED
DSP-10670,RT-HUB_-REG-30,HUB_01,2025-06-18T13:44:00Z,REGIONAL_DISTRIB,278.2,6,79,8.62,PERISHABLE_FOOD,26,VOID_TEST
DSP-10671,RT-ALLE-REG-31,ALLENTOWN_PA,06/18/2025 11:13,REGIONAL_DISTRIB,281.7,6,72,8.71,PERISHABLE_FOOD,26,COMPLETED
DSP-10672,RT-HUB_-REG-32,HUB_N,2025-06-18 07:23:00,REGIONAL_DISTRIB,303.1,4,66,8.55,PERISHABLE_FOOD,26,COMPLETED
DSP-10673,RT-HUB_-REG-33,HUB_01,2025-06-19T10:14:00Z,REGIONAL_DISTRIB,267.9,4,85,7.71,PHARMA_GDP,26,COMPLETED
DSP-10674,RT-HUB_-REG-34,HUB_N,06/19/2025 07:32,REGIONAL_DISTRIB,276.2,4,83,7.91,PERISHABLE_FOOD,26,COMPLETED
DSP-10675,RT-ALLE-LIN-35,ALLENTOWN_PA,2025-06-19 13:04:00,LINEHAUL_CORRIDOR,424.3,2,22,8.83,PERISHABLE_FOOD,26,COMPLETED
DSP-10676,RT-HUB_-LIN-36,HUB_01,2025-06-19T11:37:00Z,LINEHAUL_CORRIDOR,411.0,2,21,8.57,PHARMA_GDP,26,COMPLETED
DSP-10677,RT-ALLE-REG-37,ALLENTOWN_PA,06/20/2025 17:07,REGIONAL_DISTRIB,280.6,6,82,8.68,PERISHABLE_FOOD,26,COMPLETED
DSP-10678,RT-HUB_-LOC-38,HUB_N,2025-06-20 05:45:00,LOCAL_URBAN,113.5,7,110,7.49,PERISHABLE_FOOD,26,COMPLETED
DSP-10679,RT-HUB_-LOC-39,HUB_N,2025-06-20T14:34:00Z,LOCAL_URBAN,125.8,9,86,8.72,PERISHABLE_FOOD,24,COMPLETED
DSP-10680,RT-HUB_-LOC-40,HUB_N,06/20/2025 11:21,LOCAL_URBAN,124.9,8,84,8.34,PERISHABLE_FOOD,25,COMPLETED
DSP-10681,RT-ALLE-REG-01,ALLENTOWN_PA,2025-06-21 17:43:00,REGIONAL_DISTRIB,274.6,6,73,8.54,PERISHABLE_FOOD,26,COMPLETED
DSP-10682,RT-ALLE-LOC-02,ALLENTOWN_PA,2025-06-21T16:53:00Z,LOCAL_URBAN,111.6,9,89,8.07,PERISHABLE_FOOD,24,COMPLETED
DSP-10683,RT-HUB_-LOC-03,HUB_01,06/21/2025 14:54,LOCAL_URBAN,124.5,8,86,8.33,PERISHABLE_FOOD,26,COMPLETED
DSP-10684,RT-HUB_-LIN-04,HUB_N,2025-06-21 12:14:00,LINEHAUL_CORRIDOR,414.8,1,25,8.31,PERISHABLE_FOOD,26,COMPLETED
DSP-10685,RT-HUB_-REG-05,HUB_01,2025-06-22T08:41:00Z,REGIONAL_DISTRIB,269.3,6,63,8.41,PERISHABLE_FOOD,26,COMPLETED
DSP-10686,RT-HUB_-REG-06,HUB_N,06/22/2025 10:56,REGIONAL_DISTRIB,292.3,6,85,8.96,PHARMA_GDP,26,VOID_TEST
DSP-10687,RT-HUB_-LOC-07,HUB_N,2025-06-22 13:44:00,LOCAL_URBAN,134.7,7,103,8.46,PERISHABLE_FOOD,26,COMPLETED
DSP-10688,RT-ALLE-REG-08,ALLENTOWN_PA,2025-06-22T12:41:00Z,REGIONAL_DISTRIB,272.4,4,58,7.82,PERISHABLE_FOOD,26,COMPLETED
DSP-10689,RT-HUB_-LOC-09,HUB_N,06/23/2025 18:26,LOCAL_URBAN,119.1,8,107,8.08,PHARMA_GDP,26,COMPLETED
DSP-10690,RT-HUB_-LOC-10,HUB_N,2025-06-23 13:37:00,LOCAL_URBAN,111.3,8,90,7.73,PERISHABLE_FOOD,25,COMPLETED
DSP-10691,RT-HUB_-REG-11,HUB_N,2025-06-23T09:19:00Z,REGIONAL_DISTRIB,286.7,5,68,8.49,PHARMA_GDP,26,COMPLETED
DSP-10692,RT-HUB_-LOC-12,HUB_N,06/23/2025 13:07,LOCAL_URBAN,128.4,8,104,8.5,PERISHABLE_FOOD,24,COMPLETED
DSP-10693,RT-HUB_-LOC-13,HUB_01,2025-06-24 13:16:00,LOCAL_URBAN,133.2,10,91,9.39,PHARMA_GDP,24,COMPLETED
DSP-10694,RT-HUB_-LIN-14,HUB_01,2025-06-24T09:38:00Z,LINEHAUL_CORRIDOR,422.1,1,21,8.45,PERISHABLE_FOOD,26,COMPLETED
DSP-10695,RT-HUB_-REG-15,HUB_01,06/24/2025 18:20,REGIONAL_DISTRIB,267.7,5,62,8.04,PERISHABLE_FOOD,26,COMPLETED
DSP-10696,RT-ALLE-LIN-16,ALLENTOWN_PA,2025-06-24 09:07:00,LINEHAUL_CORRIDOR,444.7,3,27,9.55,PHARMA_GDP,26,COMPLETED
DSP-10697,RT-HUB_-LOC-17,HUB_01,2025-06-25T09:27:00Z,LOCAL_URBAN,128.3,8,95,8.5,PHARMA_GDP,26,COMPLETED
DSP-10698,RT-HUB_-LIN-18,HUB_N,06/25/2025 17:19,LINEHAUL_CORRIDOR,463.9,2,21,9.59,PHARMA_GDP,26,COMPLETED
DSP-10699,RT-HUB_-REG-19,HUB_01,2025-06-25 08:35:00,REGIONAL_DISTRIB,281.6,6,81,8.7,PHARMA_GDP,26,COMPLETED
DSP-10700,RT-HUB_-REG-20,HUB_N,2025-06-25T15:35:00Z,REGIONAL_DISTRIB,278.3,4,59,7.96,PHARMA_GDP,26,COMPLETED
DSP-10701,RT-ALLE-LOC-21,ALLENTOWN_PA,06/26/2025 16:55,LOCAL_URBAN,127.6,7,109,8.13,PERISHABLE_FOOD,24,COMPLETED
DSP-10702,RT-HUB_-REG-22,HUB_01,2025-06-26 16:51:00,REGIONAL_DISTRIB,291.7,4,82,8.28,PERISHABLE_FOOD,26,COMPLETED
DSP-10703,RT-HUB_-LOC-23,HUB_01,2025-06-26T17:29:00Z,LOCAL_URBAN,116.7,8,85,7.97,PERISHABLE_FOOD,25,COMPLETED
DSP-10704,RT-ALLE-LOC-24,ALLENTOWN_PA,06/26/2025 10:53,LOCAL_URBAN,111.3,10,103,8.39,PERISHABLE_FOOD,24,COMPLETED
DSP-10705,RT-ALLE-REG-25,ALLENTOWN_PA,2025-06-27 13:37:00,REGIONAL_DISTRIB,285.2,4,59,8.12,PERISHABLE_FOOD,26,COMPLETED
DSP-10706,RT-ALLE-LIN-26,ALLENTOWN_PA,2025-06-27T10:52:00Z,LINEHAUL_CORRIDOR,444.8,3,26,9.55,PERISHABLE_FOOD,26,COMPLETED
DSP-10707,RT-ALLE-REG-27,ALLENTOWN_PA,06/27/2025 14:03,REGIONAL_DISTRIB,272.5,4,66,7.82,PHARMA_GDP,26,COMPLETED
DSP-10708,RT-HUB_-REG-28,HUB_01,2025-06-27 18:13:00,REGIONAL_DISTRIB,290.5,6,83,8.92,PHARMA_GDP,26,COMPLETED
DSP-10709,RT-HUB_-LOC-29,HUB_N,2025-06-28T09:34:00Z,LOCAL_URBAN,132.1,7,85,8.34,PHARMA_GDP,24,COMPLETED
DSP-10710,RT-HUB_-LOC-30,HUB_01,06/28/2025 05:48,LOCAL_URBAN,113.7,8,93,7.83,PERISHABLE_FOOD,26,COMPLETED
DSP-10711,RT-ALLE-REG-31,ALLENTOWN_PA,2025-06-28 09:42:00,REGIONAL_DISTRIB,265.9,5,68,8.0,PERISHABLE_FOOD,26,COMPLETED
DSP-10712,RT-HUB_-REG-32,HUB_N,2025-06-28T13:07:00Z,REGIONAL_DISTRIB,283.4,5,68,8.41,PERISHABLE_FOOD,26,COMPLETED
DSP-10713,RT-ALLE-REG-33,ALLENTOWN_PA,06/29/2025 08:20,REGIONAL_DISTRIB,280.0,5,73,8.33,PHARMA_GDP,26,COMPLETED
DSP-10714,RT-HUB_-LOC-34,HUB_01,2025-06-29 08:09:00,LOCAL_URBAN,117.2,7,89,7.66,PHARMA_GDP,25,COMPLETED
DSP-10715,RT-ALLE-REG-35,ALLENTOWN_PA,2025-06-29T07:45:00Z,REGIONAL_DISTRIB,268.2,4,81,7.72,PERISHABLE_FOOD,26,COMPLETED
DSP-10716,RT-HUB_-REG-36,HUB_01,06/29/2025 15:50,REGIONAL_DISTRIB,279.8,5,60,8.33,PHARMA_GDP,26,COMPLETED
DSP-10717,RT-HUB_-LOC-37,HUB_N,2025-06-30 12:29:00,LOCAL_URBAN,123.5,8,114,8.28,PHARMA_GDP,24,COMPLETED
DSP-10718,RT-HUB_-LIN-38,HUB_N,2025-06-30T16:15:00Z,LINEHAUL_CORRIDOR,465.7,1,20,9.29,PERISHABLE_FOOD,26,COMPLETED
DSP-10719,RT-HUB_-LIN-39,HUB_01,06/30/2025 11:14,LINEHAUL_CORRIDOR,455.2,3,24,9.75,PERISHABLE_FOOD,26,COMPLETED
DSP-10720,RT-HUB_-LIN-40,HUB_01,2025-06-30 15:23:00,LINEHAUL_CORRIDOR,418.4,3,23,9.05,PHARMA_GDP,26,COMPLETED
DSP-10721,RT-HUB_-LOC-01,HUB_01,2025-07-01T08:31:00Z,LOCAL_URBAN,111.4,8,113,7.73,PHARMA_GDP,25,COMPLETED
DSP-10722,RT-HUB_-REG-02,HUB_01,07/01/2025 15:08,REGIONAL_DISTRIB,303.1,6,67,9.22,PHARMA_GDP,26,COMPLETED
DSP-10723,RT-HUB_-LIN-03,HUB_N,2025-07-01 05:48:00,LINEHAUL_CORRIDOR,431.7,1,33,8.64,PHARMA_GDP,26,COMPLETED
DSP-10724,RT-HUB_-LIN-04,HUB_01,2025-07-01T16:56:00Z,LINEHAUL_CORRIDOR,462.5,1,26,9.23,PERISHABLE_FOOD,26,COMPLETED
DSP-10725,RT-HUB_-LOC-05,HUB_01,07/02/2025 14:35,LOCAL_URBAN,128.2,10,106,9.16,PHARMA_GDP,26,COMPLETED
DSP-10726,RT-HUB_-REG-06,HUB_01,2025-07-02 06:30:00,REGIONAL_DISTRIB,299.0,5,57,8.79,PERISHABLE_FOOD,26,COMPLETED
DSP-10727,RT-HUB_-LOC-07,HUB_01,2025-07-02T10:05:00Z,LOCAL_URBAN,123.9,8,92,8.3,PHARMA_GDP,25,COMPLETED
DSP-10728,RT-HUB_-REG-08,HUB_01,07/02/2025 17:30,REGIONAL_DISTRIB,273.7,6,78,8.52,PERISHABLE_FOOD,26,COMPLETED
DSP-10729,RT-HUB_-LIN-09,HUB_01,2025-07-03 11:41:00,LINEHAUL_CORRIDOR,460.1,2,23,9.51,PERISHABLE_FOOD,26,COMPLETED
DSP-10730,RT-ALLE-REG-10,ALLENTOWN_PA,2025-07-03T15:17:00Z,REGIONAL_DISTRIB,261.3,5,70,7.89,PERISHABLE_FOOD,26,COMPLETED
DSP-10731,RT-HUB_-REG-11,HUB_01,07/03/2025 11:02,REGIONAL_DISTRIB,299.1,6,76,9.12,PERISHABLE_FOOD,26,COMPLETED
DSP-10732,RT-HUB_-REG-12,HUB_N,2025-07-03 10:40:00,REGIONAL_DISTRIB,267.3,4,59,7.7,PHARMA_GDP,26,COMPLETED
DSP-10733,RT-HUB_-LOC-13,HUB_01,2025-07-04T16:29:00Z,LOCAL_URBAN,132.8,9,83,9.04,PHARMA_GDP,26,COMPLETED
DSP-10734,RT-HUB_-REG-14,HUB_N,07/04/2025 11:22,REGIONAL_DISTRIB,268.2,4,74,7.72,PERISHABLE_FOOD,26,COMPLETED
DSP-10735,RT-HUB_-LOC-15,HUB_01,2025-07-04 07:30:00,LOCAL_URBAN,127.4,9,86,8.79,PERISHABLE_FOOD,25,COMPLETED
DSP-10736,RT-HUB_-LOC-16,HUB_01,2025-07-04T13:44:00Z,LOCAL_URBAN,122.1,9,90,8.55,PHARMA_GDP,24,COMPLETED
DSP-10737,RT-ALLE-REG-17,ALLENTOWN_PA,07/05/2025 11:59,REGIONAL_DISTRIB,297.4,6,82,9.08,PERISHABLE_FOOD,26,COMPLETED
DSP-10738,RT-HUB_-REG-18,HUB_N,2025-07-05 08:22:00,REGIONAL_DISTRIB,301.6,5,66,8.85,PHARMA_GDP,26,COMPLETED
DSP-10739,RT-ALLE-REG-19,ALLENTOWN_PA,2025-07-05T08:38:00Z,REGIONAL_DISTRIB,303.7,4,77,8.56,PHARMA_GDP,26,COMPLETED
DSP-10740,RT-HUB_-REG-20,HUB_N,07/05/2025 17:18,REGIONAL_DISTRIB,273.8,4,59,7.85,PERISHABLE_FOOD,26,COMPLETED
DSP-10741,RT-HUB_-LOC-21,HUB_N,2025-07-06 18:12:00,LOCAL_URBAN,122.1,10,82,8.88,PHARMA_GDP,24,COMPLETED
DSP-10742,RT-HUB_-REG-22,HUB_N,2025-07-06T17:36:00Z,REGIONAL_DISTRIB,300.9,4,57,8.5,PHARMA_GDP,26,COMPLETED
DSP-10743,RT-ALLE-LOC-23,ALLENTOWN_PA,07/06/2025 16:47,LOCAL_URBAN,132.5,8,102,8.69,PHARMA_GDP,24,COMPLETED
DSP-10744,RT-HUB_-LOC-24,HUB_01,2025-07-06 15:18:00,LOCAL_URBAN,131.4,8,112,8.64,PERISHABLE_FOOD,24,VOID_TEST
DSP-10745,RT-HUB_-REG-25,HUB_N,2025-07-07T16:36:00Z,REGIONAL_DISTRIB,303.4,4,83,8.56,PERISHABLE_FOOD,26,COMPLETED
DSP-10746,RT-ALLE-LIN-26,ALLENTOWN_PA,07/07/2025 08:23,LINEHAUL_CORRIDOR,438.5,3,38,9.43,PHARMA_GDP,26,COMPLETED
DSP-10747,RT-HUB_-LOC-27,HUB_01,2025-07-07 06:59:00,LOCAL_URBAN,122.9,10,87,8.92,PERISHABLE_FOOD,25,COMPLETED
DSP-10748,RT-HUB_-REG-28,HUB_N,2025-07-07T11:01:00Z,REGIONAL_DISTRIB,276.3,5,72,8.25,PERISHABLE_FOOD,26,COMPLETED
DSP-10749,RT-HUB_-REG-29,HUB_01,07/08/2025 10:24,REGIONAL_DISTRIB,293.1,6,81,8.98,PERISHABLE_FOOD,26,COMPLETED
DSP-10750,RT-HUB_-LIN-30,HUB_N,2025-07-08 15:36:00,LINEHAUL_CORRIDOR,458.1,3,31,9.81,PHARMA_GDP,26,COMPLETED
DSP-10751,RT-ALLE-REG-31,ALLENTOWN_PA,2025-07-08T17:29:00Z,REGIONAL_DISTRIB,263.8,4,67,7.61,PHARMA_GDP,26,COMPLETED
DSP-10752,RT-HUB_-LOC-32,HUB_N,07/08/2025 06:44,LOCAL_URBAN,134.4,9,92,9.11,PERISHABLE_FOOD,25,COMPLETED
DSP-10753,RT-ALLE-REG-33,ALLENTOWN_PA,2025-07-09 11:00:00,REGIONAL_DISTRIB,294.4,6,73,9.01,PHARMA_GDP,26,COMPLETED
DSP-10754,RT-HUB_-LIN-34,HUB_01,2025-07-09T13:01:00Z,LINEHAUL_CORRIDOR,440.7,1,34,8.81,PHARMA_GDP,26,COMPLETED
DSP-10755,RT-HUB_-LOC-35,HUB_N,07/09/2025 12:08,LOCAL_URBAN,128.4,7,111,8.17,PERISHABLE_FOOD,24,COMPLETED
DSP-10756,RT-HUB_-LOC-36,HUB_N,2025-07-09 08:48:00,LOCAL_URBAN,125.6,7,113,8.04,PERISHABLE_FOOD,25,COMPLETED
DSP-10757,RT-HUB_-REG-37,HUB_01,2025-07-10T12:26:00Z,REGIONAL_DISTRIB,284.4,6,72,8.77,PHARMA_GDP,26,COMPLETED
DSP-10758,RT-HUB_-REG-38,HUB_01,07/10/2025 14:12,REGIONAL_DISTRIB,298.4,5,69,8.77,PHARMA_GDP,26,COMPLETED
DSP-10759,RT-HUB_-LIN-39,HUB_01,2025-07-10 13:18:00,LINEHAUL_CORRIDOR,419.8,2,24,8.74,PHARMA_GDP,26,COMPLETED
DSP-10760,RT-ALLE-REG-40,ALLENTOWN_PA,2025-07-10T13:33:00Z,REGIONAL_DISTRIB,284.9,6,73,8.78,PERISHABLE_FOOD,26,COMPLETED
DSP-10761,RT-HUB_-REG-01,HUB_01,07/11/2025 10:33,REGIONAL_DISTRIB,277.0,6,66,8.6,PERISHABLE_FOOD,26,COMPLETED
DSP-10762,RT-HUB_-LOC-02,HUB_N,2025-07-11 10:52:00,LOCAL_URBAN,119.2,7,101,7.75,PHARMA_GDP,25,COMPLETED
DSP-10763,RT-HUB_-REG-03,HUB_N,2025-07-11T09:37:00Z,REGIONAL_DISTRIB,271.1,6,64,8.45,PERISHABLE_FOOD,26,COMPLETED
DSP-10764,RT-HUB_-REG-04,HUB_N,07/11/2025 09:31,REGIONAL_DISTRIB,261.7,6,82,8.23,PERISHABLE_FOOD,26,COMPLETED
DSP-10765,RT-ALLE-LOC-05,ALLENTOWN_PA,2025-07-12 07:14:00,LOCAL_URBAN,117.9,10,100,8.69,PERISHABLE_FOOD,25,COMPLETED
DSP-10766,RT-HUB_-REG-06,HUB_01,2025-07-12T10:57:00Z,REGIONAL_DISTRIB,296.5,6,65,9.06,PHARMA_GDP,26,COMPLETED
DSP-10767,RT-ALLE-REG-07,ALLENTOWN_PA,07/12/2025 10:06,REGIONAL_DISTRIB,295.4,6,61,9.03,PHARMA_GDP,26,COMPLETED
DSP-10768,RT-HUB_-REG-08,HUB_N,2025-07-12 09:34:00,REGIONAL_DISTRIB,303.1,6,82,9.22,PERISHABLE_FOOD,26,COMPLETED
DSP-10769,RT-ALLE-REG-09,ALLENTOWN_PA,2025-07-13T12:12:00Z,REGIONAL_DISTRIB,269.4,4,75,7.75,PERISHABLE_FOOD,26,COMPLETED
DSP-10770,RT-HUB_-LOC-10,HUB_N,07/13/2025 16:15,LOCAL_URBAN,116.3,10,115,8.62,PHARMA_GDP,24,COMPLETED
DSP-10771,RT-HUB_-REG-11,HUB_N,2025-07-13 15:16:00,REGIONAL_DISTRIB,269.6,6,85,8.42,PERISHABLE_FOOD,26,COMPLETED
DSP-10772,RT-ALLE-LOC-12,ALLENTOWN_PA,2025-07-13T11:56:00Z,LOCAL_URBAN,121.6,8,89,8.19,PERISHABLE_FOOD,25,COMPLETED
DSP-10773,RT-HUB_-REG-13,HUB_N,07/14/2025 10:13,REGIONAL_DISTRIB,298.1,5,81,8.76,PHARMA_GDP,26,COMPLETED
DSP-10774,RT-HUB_-LOC-14,HUB_01,2025-07-14 13:01:00,LOCAL_URBAN,113.7,7,95,7.5,PERISHABLE_FOOD,25,COMPLETED
DSP-10775,RT-HUB_-LOC-15,HUB_01,2025-07-14T10:20:00Z,LOCAL_URBAN,132.6,8,90,8.69,PHARMA_GDP,24,COMPLETED
DSP-10776,RT-ALLE-REG-16,ALLENTOWN_PA,07/14/2025 06:25,REGIONAL_DISTRIB,289.0,4,85,8.21,PERISHABLE_FOOD,26,COMPLETED
DSP-10777,RT-HUB_-REG-17,HUB_01,2025-07-15 12:23:00,REGIONAL_DISTRIB,299.0,5,83,8.79,PHARMA_GDP,26,COMPLETED
DSP-10778,RT-HUB_-LOC-18,HUB_N,2025-07-15T18:29:00Z,LOCAL_URBAN,124.3,7,113,7.98,PERISHABLE_FOOD,26,COMPLETED
DSP-10779,RT-HUB_-LIN-19,HUB_01,07/15/2025 18:17,LINEHAUL_CORRIDOR,424.3,1,30,8.49,PHARMA_GDP,26,COMPLETED
DSP-10780,RT-HUB_-LOC-20,HUB_01,2025-07-15 14:33:00,LOCAL_URBAN,112.7,8,97,7.79,PERISHABLE_FOOD,25,COMPLETED
DSP-10781,RT-HUB_-REG-21,HUB_01,2025-07-16T10:26:00Z,REGIONAL_DISTRIB,265.1,6,68,8.31,PERISHABLE_FOOD,26,COMPLETED
DSP-10782,RT-HUB_-LOC-22,HUB_N,07/16/2025 06:23,LOCAL_URBAN,127.9,9,81,8.81,PERISHABLE_FOOD,26,COMPLETED
DSP-10783,RT-HUB_-REG-23,HUB_N,2025-07-16 16:14:00,REGIONAL_DISTRIB,295.5,4,63,8.37,PERISHABLE_FOOD,26,COMPLETED
DSP-10784,RT-ALLE-LOC-24,ALLENTOWN_PA,2025-07-16T09:49:00Z,LOCAL_URBAN,131.7,10,104,9.32,PHARMA_GDP,25,COMPLETED
DSP-10785,RT-HUB_-LOC-25,HUB_N,07/17/2025 12:20,LOCAL_URBAN,131.5,8,108,8.64,PERISHABLE_FOOD,26,COMPLETED
DSP-10786,RT-HUB_-REG-26,HUB_N,2025-07-17 16:57:00,REGIONAL_DISTRIB,302.3,5,78,8.86,PHARMA_GDP,26,COMPLETED
DSP-10787,RT-HUB_-REG-27,HUB_N,2025-07-17T13:14:00Z,REGIONAL_DISTRIB,291.4,6,57,8.94,PHARMA_GDP,26,COMPLETED
DSP-10788,RT-HUB_-REG-28,HUB_N,07/17/2025 11:42,REGIONAL_DISTRIB,268.3,5,80,8.05,PERISHABLE_FOOD,26,COMPLETED
DSP-10789,RT-HUB_-REG-29,HUB_01,2025-07-18 15:13:00,REGIONAL_DISTRIB,265.0,4,71,7.64,PERISHABLE_FOOD,26,COMPLETED
DSP-10790,RT-HUB_-REG-30,HUB_01,2025-07-18T17:48:00Z,REGIONAL_DISTRIB,299.3,4,63,8.46,PHARMA_GDP,26,COMPLETED
DSP-10791,RT-HUB_-LOC-31,HUB_01,07/18/2025 14:11,LOCAL_URBAN,119.8,10,94,8.78,PHARMA_GDP,24,COMPLETED
DSP-10792,RT-HUB_-LIN-32,HUB_N,2025-07-18 05:55:00,LINEHAUL_CORRIDOR,468.4,1,28,9.34,PERISHABLE_FOOD,26,COMPLETED
DSP-10793,RT-ALLE-LOC-33,ALLENTOWN_PA,2025-07-19T06:15:00Z,LOCAL_URBAN,112.2,9,90,8.1,PERISHABLE_FOOD,24,COMPLETED
DSP-10794,RT-HUB_-REG-34,HUB_01,07/19/2025 10:17,REGIONAL_DISTRIB,282.2,4,77,8.05,PHARMA_GDP,26,COMPLETED
DSP-10795,RT-HUB_-LOC-35,HUB_N,2025-07-19 11:41:00,LOCAL_URBAN,115.2,8,98,7.9,PERISHABLE_FOOD,24,COMPLETED
DSP-10796,RT-HUB_-LOC-36,HUB_N,2025-07-19T15:13:00Z,LOCAL_URBAN,134.4,8,108,8.78,PERISHABLE_FOOD,25,COMPLETED
DSP-10797,RT-HUB_-LOC-37,HUB_N,07/20/2025 12:15,LOCAL_URBAN,113.3,9,105,8.15,PERISHABLE_FOOD,26,COMPLETED
DSP-10798,RT-ALLE-LOC-38,ALLENTOWN_PA,2025-07-20 13:28:00,LOCAL_URBAN,112.4,7,83,7.44,PHARMA_GDP,24,COMPLETED
DSP-10799,RT-ALLE-LIN-39,ALLENTOWN_PA,2025-07-20T09:55:00Z,LINEHAUL_CORRIDOR,468.0,3,21,10.0,PHARMA_GDP,26,COMPLETED
DSP-10800,RT-HUB_-LIN-40,HUB_N,07/20/2025 11:26,LINEHAUL_CORRIDOR,443.6,3,25,9.53,PHARMA_GDP,26,COMPLETED
DSP-10801,RT-HUB_-LOC-01,HUB_N,2025-07-21 08:01:00,LOCAL_URBAN,123.3,8,96,8.27,PHARMA_GDP,24,COMPLETED
DSP-10802,RT-HUB_-REG-02,HUB_01,2025-07-21T13:50:00Z,REGIONAL_DISTRIB,301.7,5,83,8.85,PERISHABLE_FOOD,26,COMPLETED
DSP-10803,RT-HUB_-LOC-03,HUB_N,07/21/2025 16:21,LOCAL_URBAN,134.9,8,115,8.8,PERISHABLE_FOOD,26,COMPLETED
DSP-10804,RT-HUB_-LOC-04,HUB_N,2025-07-21 12:57:00,LOCAL_URBAN,115.7,7,110,7.59,PHARMA_GDP,26,COMPLETED
DSP-10805,RT-HUB_-LOC-05,HUB_01,2025-07-22T07:37:00Z,LOCAL_URBAN,118.9,10,109,8.74,PERISHABLE_FOOD,26,COMPLETED
DSP-10806,RT-HUB_-LIN-06,HUB_N,07/22/2025 14:30,LINEHAUL_CORRIDOR,420.8,1,36,8.43,PERISHABLE_FOOD,26,COMPLETED
DSP-10807,RT-ALLE-LOC-07,ALLENTOWN_PA,2025-07-22 05:48:00,LOCAL_URBAN,133.0,8,111,8.71,PERISHABLE_FOOD,25,COMPLETED
DSP-10808,RT-ALLE-LOC-08,ALLENTOWN_PA,2025-07-22T13:23:00Z,LOCAL_URBAN,119.3,7,100,7.76,PHARMA_GDP,24,COMPLETED
DSP-10809,RT-HUB_-REG-09,HUB_01,07/23/2025 16:09,REGIONAL_DISTRIB,303.0,6,76,9.21,PHARMA_GDP,26,COMPLETED
DSP-10810,RT-HUB_-LIN-10,HUB_01,2025-07-23 18:11:00,LINEHAUL_CORRIDOR,470.0,3,24,10.04,PHARMA_GDP,26,COMPLETED
DSP-10811,RT-HUB_-REG-11,HUB_N,2025-07-23T07:45:00Z,REGIONAL_DISTRIB,284.6,6,67,8.78,PHARMA_GDP,26,COMPLETED
DSP-10812,RT-HUB_-LOC-12,HUB_01,07/23/2025 16:18,LOCAL_URBAN,131.3,8,104,8.63,PERISHABLE_FOOD,25,COMPLETED
